Num,Platillo,Color,
1,Canela,rosa
2,Esencia de vainilla,morado
3,Clavo,rosa
4,Piloncillo,morado
5,Cacao,rojo
6,Vinagre de piña,morado
7,Piloncillo,morado
8,Chile ancho,verde
9,Piloncillo,morado
10,Clavo,rosa
11,Cacao,rojo
12,Sal,rosa
13,Chile ancho,verde
14,Cacao,rojo
15,Pulque,morado
16,Refresco de Cola,morado
17,X,blanco
18,Maíz,amarillo
19,Fresa,naranja
20,Menta,verde
21,X,blanco
22,X,blanco
23,Agua,morado
24,Uva,naranja
25,Piloncillo,morado
26,Limón,naranja
27,Maíz,amarillo
28,Agua,morado
29,Azúcar,morado
30,Salsa inglesa,morado
31,Anís,rosa
32,X,blanco
33,Licor de caña,morado
34,Piloncillo,morado
35,Canela,rosa
36,Azúcar,morado
37,Agua,morado
38,Cocolmeca,verde
39,Cacao,rojo
40,X,blanco
41,Jengibre,rosa
42,Licor de tuna,morado
43,Ron,morado
44,Azúcar,morado
45,Naranja,naranja
46,Maíz negro,amarillo
47,Maíz,amarillo
48,Ponche,morado
49,Maíz,amarillo
50,Achiote,morado
51,Pataxte,rojo
52,Piloncillo,morado
53,Canela,rosa
54,X,blanco
55,Aguardiente,morado
56,Chile serrano,verde
57,Nuez,rojo
58,Naranja,naranja
59,Vino,morado
60,Achiote,morado
61,Germén de maíz,amarillo
62,X,blanco
