Num,Platillo,Color,
1,Pasitas,rojo
2,X,blanco
3,Canela en polvo,rosa
4,Guayaba,naranja
5,X,blanco
6,X,blanco
7,X,blanco
8,Agua,morado
9,Sal,rosa
10,X,blanco
11,X,blanco
12,Calabaza de castilla,naranja
13,X,blanco
14,Cacahuates,rojo
15,X,blanco
16,Leche,azul
17,Sal,rosa
18,Leche,azul
19,X,blanco
20,X,blanco
21,X,blanco
22,X,blanco
23,X,blanco
24,X,blanco
25,Huevo,azul
26,X,blanco
27,X,blanco
28,Pepitas,rojo
29,X,blanco
30,X,blanco
31,X,blanco
32,X,blanco
33,X,blanco
34,X,blanco
35,X,blanco
36,Sal,rosa
37,Manteca de cerdo,azul
38,X,blanco
39,X,blanco
40,Nuez,rojo
41,Leche,azul
42,Pepita de calabaza,rojo
43,X,blanco
44,Crema,azul
45,X,blanco
46,X,blanco
47,X,blanco
48,X,blanco
49,X,blanco
50,X,blanco
51,X,blanco
52,X,blanco
53,Limón,naranja
54,X,blanco
55,X,blanco
