Num,Platillo,Color,
1,Salsa inglesa,morado
2,Aceite,morado
3,Hoja de aguacate,morado
4,Vinagre blanco,morado
5,Agua,morado
6,Vinagre,morado
7,Agua,morado
8,Piedras de río,morado
9,Aceite,morado
10,Aceite,morado
11,Coca cola,morado
12,Aceite,morado
13,Pimienta,rosa
14,Aceite,morado
15,Aceite,morado
16,Azúcar,morado
17,Aceite,morado
18,Azúcar,morado
19,Hojas de plátano,morado
20,Aceite,morado
21,Agua,morado
22,Epazote,verde
23,Agua,morado
24,Agua,morado
25,Sal,rosa
26,Polvo para honear,morado
27,Agua,morado
28,Sal,rosa
29,Bolillo,amarillo
30,Aceite,morado
31,Aceite,morado
32,Aceite,morado
33,Aceite,morado
34,Aceite,morado
35,Vinagre,morado
36,Aceite,morado
37,Pimienta,rosa
38,Hojas de maguey,morado
39,Limón,naranja
40,Agua,morado
41,Aceite,morado
42,Agua,morado
43,Agua,morado
44,Agua,morado
45,Aceite,morado
46,Agua,morado
47,Salsa Valentina,morado
48,Mostaza,morado
49,Aceite,morado
50,Caldo de pollo,morado
51,Vinagre blanco,morado
52,Agua,morado
53,Polvo para hornear,morado
54,Aceite,morado
55,Haba en polvo,morado
56,Vinagre,morado
57,Caldo de pollo,morado
58,Caldo de pollo,morado
59,Agua,morado
60,Vinagre blanco,morado
61,Sal,rosa
62,Sal,rosa
63,Aceite,morado
64,Sal,rosa
65,Aceite,morado
66,Hojas de maíz,morado
67,Caldo de pollo,morado
68,Agua,morado
69,Frijol,rojo
70,Viangre blanco,morado
71,Jugo Maggie,morado
