Num,Platillo,Color,
1,Agua,morado
2,Azúcar,morado
3,Agua,morado
4,Agua,morado
5,Agua,morado
6,Jamaica,morado
7,Agua,morado
8,Pulque,morado
9,Tepache,morado
10,Agua,morado
11,Canela,rosa
12,Atole,morado
13,Epazote,verde
14,Pozol,morado
15,Miel,morado
16,Ron,morado
17,Tequila,morado
18,Agua,morado
19,Sal,rosa
20,Tequila,morado
21,Huitlacoche,verde
22,Cáscara de piña,naranja
23,Azúcar,morado
24,Vino tinto,morado
25,Aguardiente,morado
26,Pulpa de fruta,naranja
27,Agua,morado
28,Hojas de maíz,morado
29,Whiskey,morado
30,Cerveza,morado
31,Piloncillo,morado
32,Tuna,naranja
33,Licor de betabel,morado
34,Agua,morado
35,Piloncillo,morado
36,Agua de manantial,morado
37,Cal,morado
38,Maíz,amarillo
39,Azúcar,morado
40,X,blanco
41,Anís,rosa
42,Cáscara de timbre,morado
43,Vainilla,morado
44,Hielo,morado
45,Sal,rosa
46,Piloncillo,morado
47,Cacao,rojo
48,Aguardiente,morado
49,Piloncillo,morado
50,Piloncillo,morado
51,Agua,morado
52,Hielo,morado
53,Agua,morado
54,Maíz,amarillo
55,Endulzante,morado
56,Cilantro,verde
57,Canela,rosa
58,Aguardiente,morado
59,Miel,morado
60,Azúcar,morado
61,Piloncillo,morado
62,Dasylirion,morado
