Num,Platillo,Color,
1,Chile chiltepin,verde
2,Pollo,azul
3,X,blanco
4,Chile ancho,verde
5,Ajo,verde
6,Cabrito,azul
7,X,blanco
8,Filete de pescado,azul
9,Chile chipotle,verde
10,Chile de árbol,verde
11,X,blanco
12,X,blanco
13,X,blanco
14,X,blanco
15,Crema,azul
16,Plátano,naranja
17,X,blanco
18,Cebolla,verde
19,Chile guajillo,verde
20,X,blanco
21,Crema,azul
22,X,blanco
23,Carne,azul
24,Salchicha,azul
25,X,blanco
26,X,blanco
27,Ajo,verde
28,X,blanco
29,X,blanco
30,Carne,azul
31,X,blanco
32,Queso,azul
33,X,blanco
34,X,blanco
35,Perejil,verde
36,X,blanco
37,Pancita de res,azul
38,chile pasilla,verde
39,Elote,verde
40,Nuez pecana,rojo
41,Queso,azul
42,Cebolla,verde
43,X,blanco
44,Cebolla morada,verde
45,X,blanco
46,Res,azul
47,Cebolla,verde
48,X,blanco
49,Res,azul
50,Chile ancho,verde
51,Cebolla,verde
52,Lechuga,verde
53,X,blanco
54,X,blanco
55,Camarón,azul
56,Lechuga,verde
57,Chile habanero,verde
58,Pollo,azul
59,Crema,azul
60,Chile ancho,verde
61,Res,azul
62,X,blanco
63,X,blanco
64,X,blanco
65,Camarón,azul
66,Manteca vegetal,verde
67,Pollo,azul
68,X,blanco
69,Cecina,azul
70,Chile de árbol,verde
71,Jitomate,naranja
