Num,Platillo,Color,
1,Pimienta,rosa
2,Ajo,verde
3,Agua,morado
4,Sal,rosa
5,Aceite,morado
6,Aceite,morado
7,Sal,rosa
8,Agua,morado
9,Agua,morado
10,Sal,rosa
11,Agua,morado
12,Aguacate,naranja
13,Sal,rosa
14,Pimienta,rosa
15,Pimienta,rosa
16,Pimienta,rosa
17,Jitomate,naranja
18,Orégano,rosa
19,Achiote,morado
20,Sal,rosa
21,Sal,rosa
22,Ajo,verde
23,Aceite,morado
24,Sal,rosa
25,Frijoles bayos,rojo
26,Agua,morado
27,Sal,rosa
28,Jitomate,naranja
29,Tamal,amarillo
30,Frijoles,rojo
31,Pimienta,rosa
32,Frijoles,rojo
33,Pimienta,rosa
34,Tortillas,amarillo
35,Aceite,morado
36,Jitomate,naranja
37,Laurel,rosa
38,Comino,rosa
39,Jitomate,naranja
40,Chocolate,morado
41,Sal,rosa
42,Aceite,morado
43,Sal,rosa
44,Vinagre,morado
45,Sal,rosa
46,Aceite,morado
47,Aceite,morado
48,Mayonesa,morado
49,Orégano,rosa
50,Aceite,morado
51,Aceite,morado
52,Pimienta,rosa
53,Aceite,morado
54,Elote,verde
55,Polvo de camarón,morado
56,Aceite,morado
57,Canela,rosa
58,Aceite,morado
59,Sal,rosa
60,Achiote,morado
61,Pimienta,rosa
62,Pimienta,rosa
63,Pimienta,rosa
64,Frijol,rojo
65,Pimienta,rosa
66,Polvo para hornear,morado
67,Aceite,morado
68,Sal,rosa
69,Limón,naranja
70,Sal,rosa
71,Catsup,morado
