Num,Platillo,Color,
1,Pepita de calabaza,rojo
2,X,blanco
3,Sal,rosa
4,Tejocote,naranja
5,X,blanco
6,X,blanco
7,X,blanco
8,Endulzante,morado
9,Agua,morado
10,X,blanco
11,X,blanco
12,Naranja,naranja
13,X,blanco
14,Canela,rosa
15,X,blanco
16,Limón,naranja
17,Aceite,morado
18,Coco,naranja
19,Leche,azul
20,X,blanco
21,X,blanco
22,X,blanco
23,X,blanco
24,X,blanco
25,Harina de trigo,amarillo
26,X,blanco
27,Leche,azul
28,Nuez,rojo
29,Leche,azul
30,Leche,azul
31,Chayote,verde
32,Pepita de calabaza,rojo
33,Yema de Huevo,azul
34,X,blanco
35,X,blanco
36,Azúcar,morado
37,Harina de trigo,amarillo
38,X,blanco
39,X,blanco
40,Cacahuate,rojo
41,Elote,verde
42,Azúcar,morado
43,X,blanco
44,Leche condensada,azul
45,X,blanco
46,Leche,azul
47,Yema de Huevo,azul
48,Yuca,verde
49,Guayaba,naranja
50,X,blanco
51,X,blanco
52,X,blanco
53,Chile en polvo,rosa
54,X,blanco
55,X,blanco
